ticker,year,month,ret_monthly,size,st_rev,turnover,vol,bm,mom,roe,ag,ac,noa,nsi,gp,cei,ita,ig,dist,oscore,investment,cbop,dy
PARSN,2008,2,0.15873,0.05311023860674966,,-0.3036610112613108,,,,,,,,,,,,,,,,,
PENGD,2008,2,0.062992,-0.3437118121702449,,-0.31546129290438135,,,,,,,,,,,,,,,,,
PETKM,2008,2,0.123077,1.3503480980849538,,-0.1414734946947674,,,,,,,,,,,,,,,,,
PETUN,2008,2,0.052941,0.10663114952929295,,-0.27017017241806235,,,,,,,,,,,,,,,,,
PINSU,2008,2,-0.008197,-0.27773071606807304,,-0.29150122368603526,,,,,,,,,,,,,,,,,
PKART,2008,2,0.033755,-0.4553840896616398,,-0.31837122853624744,,,,,,,,,,,,,,,,,
PKENT,2008,2,-0.084615,-0.9027411405630076,,0.4242951534099376,,,,,,,,,,,,,,,,,
PNSUT,2008,2,-0.02381,0.42380146259546214,,-0.3097853212341039,,,,,,,,,,,,,,,,,
PRKAB,2008,2,0.404762,0.04697088400228985,,-0.3138733571534195,,,,,,,,,,,,,,,,,
PRKME,2008,2,0.089623,0.30278071885032987,,-0.19490944622334497,,,,,,,,,,,,,,,,,
RALYH,2008,2,0.060606,-1.6255174166597415,,0.20188002514779366,,,,,,,,,,,,,,,,,
RUZYE,2008,2,0.053571,-1.1301518474715384,,-0.28515978824829535,,,,,,,,,,,,,,,,,
RYSAS,2008,2,-0.018692,0.39537587172819755,,-0.18494733113574646,,,,,,,,,,,,,,,,,
SAHOL,2008,2,0.132653,2.3933077753111984,,-0.33180825693931265,,,,,,,,,,,,,,,,,
SANKO,2008,2,-0.020979,-0.1266773023443902,,-0.32744935704201006,,,,,,,,,,,,,,,,,
SARKY,2008,2,0.046154,0.03434252992516124,,-0.15046226618262482,,,,,,,,,,,,,,,,,
SASA,2008,2,0.04,-0.06992460683542347,,2.847544012702317,,,,,,,,,,,,,,,,,
SELEC,2008,2,0.153439,1.1958925353818743,,-0.33165006765211985,,,,,,,,,,,,,,,,,
SILVR,2008,2,0.04321,-0.5001193329124212,,-0.049211869770065884,,,,,,,,,,,,,,,,,
SISE,2008,2,0.144578,1.485488208571032,,-0.3173725160819125,,,,,,,,,,,,,,,,,
SKTAS,2008,2,0.067797,-0.2880411323180174,,-0.23429864749792823,,,,,,,,,,,,,,,,,
SNPAM,2008,2,-0.153191,0.12034463917173296,,-0.31947348393745534,,,,,,,,,,,,,,,,,
SONME,2008,2,0.420635,-0.13251972858568034,,-0.3259262021092193,,,,,,,,,,,,,,,,,
TATGD,2008,2,0.129032,0.5996239854205424,,-0.3299906801904115,,,,,,,,,,,,,,,,,
TAVHL,2008,2,-0.055556,1.4682521820187786,,-0.3305869921225795,,,,,,,,,,,,,,,,,
TBORG,2008,2,0.02521,-0.02545575862566709,,-0.3324708883157831,,,,,,,,,,,,,,,,,
TCELL,2008,2,0.186275,2.4471562584061255,,-0.32969763924057544,,,,,,,,,,,,,,,,,
TEHOL,2008,2,-0.071429,-0.39339313630328887,,0.7120047172906894,,,,,,,,,,,,,,,,,
TEKTU,2008,2,0.142857,-0.23234612450582007,,-0.27845746275386485,,,,,,,,,,,,,,,,,
THYAO,2008,2,0.035461,1.2641499276357657,,-0.27112380533489516,,,,,,,,,,,,,,,,,
TKFEN,2008,2,0.007812,1.4861702660166916,,-0.3264420890539594,,,,,,,,,,,,,,,,,
TOASO,2008,2,0.075472,1.7046910607160497,,-0.32948708930424436,,,,,,,,,,,,,,,,,
