model,window,alpha
Market,2,0.08520245
Market,2,0.02628171
Market,2,0.07836686
Market,2,-0.00917966
Market,2,0.04094640
Market,2,-0.02281790
Market,2,-0.00369976
Market,2,-0.00052331
Market,2,0.08024478
Market,2,0.04267418
Market,2,0.02374199
Market,2,0.06719922
Market,2,-0.02087298
Market,2,-0.01471911
Market,2,0.01832495
Market,2,0.02033102
Market,2,0.01150010
Market,2,-0.01178940
Market,2,0.00800320
Market,2,0.03393299
Market,2,0.01559357
Market,2,0.00493579
Market,2,-0.00415768
Market,2,0.00486581
Market,2,0.06732622
Market,2,0.00029502
Market,2,-0.01110679
Market,2,0.05081194
Market,2,0.04051124
Market,2,0.01114579
Market,2,-0.00545054
Market,2,0.03547169
Market,2,-0.04482734
Market,2,0.06546724
Market,2,-0.00513263
Market,2,0.18824518
Market,2,0.01360613
Market,2,0.03539892
Market,2,-0.01896202
Market,2,0.05027432
Market,2,-0.02915757
Market,2,0.01292564
Market,2,0.06480736
Market,2,-0.01630121
Market,2,-0.01316649
Market,2,0.06317389
Market,2,0.04570885
Market,2,-0.01345088
Market,2,-0.01245553
Market,2,-0.01865658
Market,2,0.06970348
Market,2,0.09150018
Market,2,-0.00534726
Market,2,-0.02446445
Market,2,0.07603467
Market,2,-0.00562387
Market,2,0.03825664
Market,2,-0.01943880
Market,2,0.00017444
Market,2,-0.00372341
Market,2,-0.03527071
Market,2,0.00684067
Market,2,0.04671233
Market,2,0.02344199
Market,2,-0.01305161
Market,2,-0.03304906
Market,2,-0.01728660
Market,2,-0.00563391
Market,2,0.03399879
Market,2,-0.01063774
Market,2,-0.06818782
Market,2,-0.01355748
Market,2,-0.01246262
Market,2,0.02615834
Market,2,-0.02329960
Market,2,-0.02168568
Market,2,0.04292320
Market,2,0.02034657
Market,2,0.03785943
Market,2,-0.01133097
Market,2,0.02232979
Market,2,0.02542398
Market,2,-0.00618226
Market,2,0.09515139
Market,2,-0.01658826
Market,2,-0.04709252
Market,2,0.02936147
Market,2,-0.00782098
Market,2,0.16507633
Market,2,0.05563095
Market,2,0.02412551
Market,2,0.07183170
Market,2,0.01175919
Market,2,-0.02837265
Market,2,-0.00432452
Market,2,0.06081767
Market,2,0.02075901
Market,2,0.08542476
Market,2,-0.00762313
Market,2,-0.01841396
Market,2,0.01206333
Market,2,0.05359796
Market,2,0.00742400
Market,2,-0.02735292
Market,2,0.02287990
Market,2,-0.02683255
Market,2,-0.02671497
Market,2,-0.04477885
Market,2,0.12703685
Market,2,0.05672789
Market,2,0.00881931
Market,2,0.10064005
Market,2,-0.02297543
Market,2,-0.04400278
Market,2,0.00095472
Market,2,-0.01796295
Market,2,-0.04548370
Market,2,-0.02533044
Market,2,-0.00398374
Market,2,-0.01493158
Market,2,0.00443948
Market,2,0.02119430
Market,2,0.00877059
Market,2,0.04067835
Market,2,0.07443613
Market,2,0.01483877
Market,2,-0.02656993
Market,2,-0.01587665
Market,2,-0.00865817
Market,2,-0.00414422
Market,2,-0.01156598
Market,2,-0.04119235
Market,2,0.11785370
Market,2,0.08930650
Market,2,0.07360968
Market,2,-0.01349996
Market,2,0.07647445
Market,2,-0.00219861
Market,2,0.00876193
Market,2,0.03068150
Market,2,0.08084836
Market,2,0.04811046
Market,2,0.05108875
Market,2,0.16534563
Market,2,0.00589223
Market,2,-0.01193804
Market,2,0.00803057
Market,2,0.00759273
Market,2,0.01220084
Market,2,0.03399434
Market,2,0.11897140
Market,2,0.15537024
Market,2,0.04228431
Market,2,0.05558602
Market,2,0.10280072
Market,2,0.00872208
Market,2,0.05907797
Market,2,-0.03382985
Market,2,0.03020165
Market,2,-0.03941416
Market,2,-0.00620515
Market,2,0.06006741
Market,2,0.01448739
Market,2,0.02471365
Market,2,-0.03054331
Market,2,0.05339616
Market,2,0.02512424
Market,2,0.07116010
Market,2,0.02005432
Market,2,-0.02000005
Market,2,0.06173793
Market,3,-0.00379636
Market,3,-0.03280444
Market,3,-0.04302052
Market,3,-0.01844464
Market,3,-0.02649099
Market,3,0.02780009
Market,3,0.01259157
Market,3,-0.05021863
Market,3,-0.05672318
Market,3,0.03077943
Market,3,-0.03654328
Market,3,-0.05698774
Market,3,-0.00713967
Market,3,-0.01448244
Market,3,-0.02494529
Market,3,-0.06368132
Market,3,-0.06177875
Market,3,0.03509854
Market,3,0.00457981
Market,3,-0.04627065
Market,3,-0.06919388
Market,3,-0.01974064
Market,3,-0.00608949
Market,3,-0.01866011
Market,3,-0.05066213
Market,3,-0.03102061
Market,3,-0.06265823
Market,3,-0.03546814
Market,3,-0.01164072
Market,3,-0.03926964
Market,3,-0.02473338
Market,3,-0.01851609
Market,3,-0.04710373
Market,3,-0.05416509
Market,3,0.01335661
Market,3,0.02178062
Market,3,-0.08930726
Market,3,-0.03875345
Market,3,-0.02484517
Market,3,-0.02133141
Market,3,-0.00997520
Market,3,-0.05405933
Market,3,-0.02746370
Market,3,-0.03423491
Market,3,-0.03223175
Market,3,-0.02958724
Market,3,-0.00252577
Market,3,-0.05575238
Market,3,-0.01617135
Market,3,-0.01894555
Market,3,-0.04108834
Market,3,-0.01804075
Market,3,0.04919835
Market,3,-0.01412513
Market,3,-0.01961424
Market,3,-0.05480648
Market,3,-0.06665100
Market,3,-0.00840486
Market,3,-0.03945309
Market,3,-0.04726685
Market,3,-0.03616016
Market,3,-0.03921892
Market,3,-0.04140022
Market,3,-0.05197215
Market,3,-0.03473682
Market,3,-0.00846794
Market,3,-0.05300148
Market,3,-0.04771706
Market,3,-0.05633480
Market,3,-0.03744334
Market,3,-0.00917050
Market,3,-0.04896151
Market,3,0.00064704
Market,3,-0.03397911
Market,3,0.02663051
Market,3,-0.00813411
Market,3,-0.05744227
Market,3,-0.05329475
Market,3,-0.02526886
Market,3,-0.03312527
Market,3,0.00082273
Market,3,-0.00573894
Market,3,-0.04612575
Market,3,-0.02502979
Market,3,-0.00398394
Market,3,0.01459158
Market,3,-0.04312949
Market,3,-0.00933952
Market,3,0.01421977
Market,3,-0.02174210
Market,3,-0.03994433
Market,3,-0.00791817
Market,3,-0.05357051
Market,3,-0.02070742
Market,3,-0.00974668
Market,3,-0.07732760
Market,3,-0.05848264
Market,3,-0.02958937
Market,3,0.02918462
Market,3,0.01332872
Market,3,-0.02303192
Market,3,-0.02496290
Market,3,-0.05655965
Market,3,-0.03546202
Market,3,-0.05657032
Market,3,-0.06792947
Market,3,-0.04618450
Market,3,-0.06742098
Market,3,-0.02623318
Market,3,-0.03087619
Market,3,-0.04355657
Market,3,-0.03181588
Market,3,-0.03613499
Market,3,-0.04619229
Market,3,-0.02150651
Market,3,0.01422862
Market,3,-0.02975719
Market,3,-0.00382481
Market,3,-0.03604629
Market,3,-0.01362297
Market,3,-0.01196874
Market,3,-0.04127687
Market,3,-0.02203132
Market,3,-0.05359712
Market,3,-0.01767325
Market,3,-0.04016377
Market,3,-0.06908363
Market,3,-0.04482539
Market,3,-0.01333435
Market,3,-0.00161109
Market,3,-0.04230360
Market,3,0.01146447
Market,3,-0.05879456
Market,3,-0.02362873
Market,3,-0.00899240
Market,3,0.01989369
Market,3,-0.01913324
Market,3,-0.02377050
Market,3,-0.01907527
Market,3,-0.04401563
Market,3,-0.02472882
Market,3,-0.04894763
Market,3,-0.01268310
Market,3,0.01003844
Market,3,-0.03373407
Market,3,-0.06472642
Market,3,-0.06588828
Market,3,-0.05946531
Market,3,0.00997053
Market,3,-0.02407349
Market,3,-0.02602865
Market,3,-0.04428342
Market,3,-0.04667769
Market,3,-0.01889757
Market,3,-0.01727972
Market,3,0.02545183
Market,3,-0.03028692
Market,3,-0.04682908
Market,3,0.00332714
Market,3,-0.01245264
Market,3,-0.00439766
Market,3,-0.02479671
Market,3,-0.05159134
Market,3,-0.04132787
Market,3,-0.05127634
Market,3,0.01564245
Market,3,-0.05890048
Market,3,-0.02760389
Market,3,0.00040318
Market,3,-0.03024672
Market,3,-0.05716475
Market,3,0.04239621
Market,3,-0.02486291
Market,3,-0.02763619
Market,3,-0.03570494
Market,3,-0.02360471
Market,3,-0.00807108
Market,3,-0.02019380
Market,3,0.06684042
Market,3,-0.04986912
Market,3,-0.10200431
Market,3,0.01372328
Market,3,0.01754901
Market,3,-0.02461943
Market,3,0.04182267
Market,3,-0.02779796
Market,3,-0.01214971
Market,3,-0.01858667
Market,3,-0.02858652
Market,3,-0.03762024
Market,3,-0.02587921
Market,3,-0.00690339
Market,3,-0.04280786
Market,3,-0.03364622
Market,3,-0.07121210
Market,3,0.00108227
Market,3,-0.01383570
Market,3,-0.02715433
Market,3,-0.04106303
Market,3,-0.03148191
Market,3,-0.02040243
Market,3,0.00110030
Market,3,-0.02176560
Market,3,-0.05396122
Market,3,0.02654505
Market,3,-0.01774912
Market,3,-0.00290253
Market,3,-0.05711102
Market,3,0.00655903
Market,3,-0.04732624
Market,3,-0.05105683
Market,3,-0.00960863
Market,3,-0.02047149
Market,3,-0.03052079
Market,3,-0.02799107
Market,3,-0.00946282
Market,3,-0.00704197
Market,3,-0.01197356
Market,3,-0.04471195
Market,3,-0.00555820
Market,3,-0.02536847
Market,3,-0.03724884
Market,3,-0.02004400
Market,3,-0.04432835
Market,3,0.02138283
Market,3,-0.01311262
Market,3,-0.02219897
Market,3,-0.02524618
Market,3,-0.01994952
Market,3,-0.02726423
Market,3,-0.02223683
Market,3,0.05753156
Market,3,-0.00523721
Market,3,-0.01165508
Market,3,-0.02690980
Market,3,-0.03222997
Market,3,-0.02676444
Market,3,-0.01386365
Market,3,-0.03495509
Market,3,-0.04524371
Market,3,-0.01466834
Market,3,-0.02322969
Market,3,0.05510226
Market,3,-0.01308349
Market,3,-0.01203240
Market,3,-0.01214254
Market,3,-0.04455245
